time_alvo,ano,jogo,home_or_away,home_team,away_team,stadium,tournament,home_score,away_score,away_manager,player_name,player_number,player_position,player_sub,player_captain,statistics_total_pass,statistics_accurate_pass,statistics_total_long_balls,statistics_accurate_long_balls,statistics_duel_won,statistics_total_clearance,statistics_was_fouled,statistics_saved_shots_from_inside_the_box,statistics_saves,statistics_minutes_played,statistics_touches,statistics_rating,statistics_possession_lost_ctrl,statistics_total_cross,statistics_accurate_cross,statistics_aerial_lost,statistics_duel_lost,statistics_total_contest,statistics_won_contest,statistics_interception_won,statistics_fouls,statistics_key_pass,statistics_aerial_won,statistics_challenge_lost,statistics_total_tackle,statistics_blocked_scoring_attempt,statistics_outfielder_block,statistics_dispossessed,statistics_on_target_scoring_attempt,statistics_shot_off_target,statistics_total_keeper_sweeper,statistics_accurate_keeper_sweeper,statistics_total_offside,statistics_good_high_claim,home_manager,statistics_goals,statistics_punches,statistics_penalty_won,statistics_penalty_miss,statistics_big_chance_created,statistics_big_chance_missed,statistics_goal_assist,statistics_hit_woodwork,statistics_error_lead_to_a_goal,statistics_penalty_conceded,statistics_penalty_shootout_goal,statistics_penalty_shootout_miss,statistics_own_goals,statistics_error_lead_to_a_shot,statistics_clearance_off_line,statistics_penalty_shootout_save,statistics_last_man_tackle,statistics_penalty_save,statistics_expected_goals,statistics_expected_assists,statistics_goals_prevented
São Paulo,2018,20,away,Corinthians,São Paulo,Neo Química Arena,Paulista Série A1 - Playoffs,6,4,Luis Zubeldia,Bruno,2,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ramón Díaz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,20,away,Corinthians,São Paulo,Neo Química Arena,Paulista Série A1 - Playoffs,6,4,Luis Zubeldia,Rodrigo Caio,3,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ramón Díaz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,20,away,Corinthians,São Paulo,Neo Química Arena,Paulista Série A1 - Playoffs,6,4,Luis Zubeldia,Edimar,16,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ramón Díaz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,20,away,Corinthians,São Paulo,Neo Química Arena,Paulista Série A1 - Playoffs,6,4,Luis Zubeldia,Aderllan Santos,32,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ramón Díaz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,20,away,Corinthians,São Paulo,Neo Química Arena,Paulista Série A1 - Playoffs,6,4,Luis Zubeldia,Morato,38,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ramón Díaz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,20,away,Corinthians,São Paulo,Neo Química Arena,Paulista Série A1 - Playoffs,6,4,Luis Zubeldia,Shaylon,20,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ramón Díaz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,20,away,Corinthians,São Paulo,Neo Química Arena,Paulista Série A1 - Playoffs,6,4,Luis Zubeldia,Felipe Araruna,28,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ramón Díaz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,20,away,Corinthians,São Paulo,Neo Química Arena,Paulista Série A1 - Playoffs,6,4,Luis Zubeldia,Brenner,30,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ramón Díaz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,21,away,Athletico,São Paulo,Ligga Arena,Copa do Brasil,2,1,Luis Zubeldia,Sidão,12,G,FALSE,TRUE,23,12,18,8,NA,NA,NA,NA,1,90,26,6.3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,21,away,Athletico,São Paulo,Ligga Arena,Copa do Brasil,2,1,Luis Zubeldia,Éder Militão,13,D,FALSE,NA,56,45,4,2,7,1,NA,NA,NA,90,80,6.8,18,1,NA,1,3,1,NA,4,1,1,6,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,21,away,Athletico,São Paulo,Ligga Arena,Copa do Brasil,2,1,Luis Zubeldia,Robert Arboleda,5,D,FALSE,NA,47,43,1,1,3,2,NA,NA,NA,90,55,6.7,5,NA,NA,1,2,1,1,2,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,21,away,Athletico,São Paulo,Ligga Arena,Copa do Brasil,2,1,Luis Zubeldia,Rodrigo Caio,3,D,FALSE,NA,61,55,3,2,8,3,3,NA,NA,90,71,6.4,7,NA,NA,1,4,NA,NA,1,2,NA,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,21,away,Athletico,São Paulo,Ligga Arena,Copa do Brasil,2,1,Luis Zubeldia,Reinaldo,14,D,FALSE,NA,40,32,2,NA,9,3,2,NA,NA,90,69,7.2,15,4,NA,4,7,4,4,3,4,3,2,NA,1,NA,NA,NA,NA,2,NA,NA,1,NA,Lucho Gonzalez,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,21,away,Athletico,São Paulo,Ligga Arena,Copa do Brasil,2,1,Luis Zubeldia,Jucilei,8,M,FALSE,NA,76,71,10,6,4,1,1,NA,NA,90,85,6.8,8,NA,NA,NA,3,2,NA,1,NA,3,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,21,away,Athletico,São Paulo,Ligga Arena,Copa do Brasil,2,1,Luis Zubeldia,Marcos Guilherme,23,M,FALSE,NA,23,22,1,1,1,NA,NA,NA,NA,59,28,7,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,21,away,Athletico,São Paulo,Ligga Arena,Copa do Brasil,2,1,Luis Zubeldia,Petros,6,M,FALSE,NA,27,24,2,1,1,1,NA,NA,NA,58,34,6.6,4,1,NA,1,3,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,21,away,Athletico,São Paulo,Ligga Arena,Copa do Brasil,2,1,Luis Zubeldia,Liziero,31,M,FALSE,NA,57,52,6,5,4,1,1,NA,NA,75,70,6.9,12,4,2,1,5,2,1,NA,1,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,21,away,Athletico,São Paulo,Ligga Arena,Copa do Brasil,2,1,Luis Zubeldia,Santiago Tréllez,17,M,FALSE,NA,7,6,NA,NA,2,NA,1,NA,NA,90,17,7.2,3,NA,NA,4,5,1,1,NA,NA,2,NA,NA,NA,2,NA,1,1,2,NA,NA,NA,NA,Lucho Gonzalez,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,21,away,Athletico,São Paulo,Ligga Arena,Copa do Brasil,2,1,Luis Zubeldia,Nenê,7,F,FALSE,NA,40,34,2,1,4,NA,2,NA,NA,90,67,7,19,7,2,1,7,1,NA,NA,NA,NA,1,NA,2,2,NA,5,1,2,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,21,away,Athletico,São Paulo,Ligga Arena,Copa do Brasil,2,1,Luis Zubeldia,Christian Cueva,10,M,TRUE,NA,20,17,NA,NA,1,NA,1,NA,NA,32,27,6.7,5,NA,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,21,away,Athletico,São Paulo,Ligga Arena,Copa do Brasil,2,1,Luis Zubeldia,Régis Souza,33,D,TRUE,NA,9,6,1,1,3,NA,1,NA,NA,31,14,6.7,4,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,21,away,Athletico,São Paulo,Ligga Arena,Copa do Brasil,2,1,Luis Zubeldia,Hudson,25,M,TRUE,NA,14,13,NA,NA,1,NA,1,NA,NA,15,20,6.5,3,NA,NA,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,21,away,Athletico,São Paulo,Ligga Arena,Copa do Brasil,2,1,Luis Zubeldia,Jean,1,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,21,away,Athletico,São Paulo,Ligga Arena,Copa do Brasil,2,1,Luis Zubeldia,Edimar,16,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,21,away,Athletico,São Paulo,Ligga Arena,Copa do Brasil,2,1,Luis Zubeldia,Bruno Alves,34,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,21,away,Athletico,São Paulo,Ligga Arena,Copa do Brasil,2,1,Luis Zubeldia,Felipe Araruna,28,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,21,away,Athletico,São Paulo,Ligga Arena,Copa do Brasil,2,1,Luis Zubeldia,Morato,38,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,21,away,Athletico,São Paulo,Ligga Arena,Copa do Brasil,2,1,Luis Zubeldia,Lucas Fernandes,11,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,21,away,Athletico,São Paulo,Ligga Arena,Copa do Brasil,2,1,Luis Zubeldia,Shaylon,20,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,21,away,Athletico,São Paulo,Ligga Arena,Copa do Brasil,2,1,Luis Zubeldia,Diego Souza,9,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,21,away,Athletico,São Paulo,Ligga Arena,Copa do Brasil,2,1,Luis Zubeldia,Brenner,30,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,22,away,Rosario Central,São Paulo,Gigante de Arroyito,CONMEBOL Sudamericana,0,0,Luis Zubeldia,Sidão,12,G,FALSE,TRUE,24,14,20,10,1,1,1,1,3,90,33,7.3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matías Lequi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,22,away,Rosario Central,São Paulo,Gigante de Arroyito,CONMEBOL Sudamericana,0,0,Luis Zubeldia,Éder Militão,13,D,FALSE,NA,43,32,10,6,11,4,4,NA,NA,90,69,8,18,NA,NA,1,2,1,1,3,1,NA,2,NA,4,NA,1,NA,NA,1,NA,NA,NA,NA,Matías Lequi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,22,away,Rosario Central,São Paulo,Gigante de Arroyito,CONMEBOL Sudamericana,0,0,Luis Zubeldia,Robert Arboleda,5,D,FALSE,NA,29,24,2,NA,7,12,2,NA,NA,90,51,7.8,5,NA,NA,2,3,NA,NA,2,1,NA,4,NA,1,NA,3,NA,NA,1,NA,NA,1,NA,Matías Lequi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,22,away,Rosario Central,São Paulo,Gigante de Arroyito,CONMEBOL Sudamericana,0,0,Luis Zubeldia,Rodrigo Caio,3,D,FALSE,NA,25,18,2,NA,4,3,NA,NA,NA,36,30,5.5,7,NA,NA,2,4,1,1,NA,2,NA,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Matías Lequi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,22,away,Rosario Central,São Paulo,Gigante de Arroyito,CONMEBOL Sudamericana,0,0,Luis Zubeldia,Reinaldo,14,D,FALSE,NA,4,3,NA,NA,NA,NA,NA,NA,NA,18,12,6.4,6,2,NA,NA,2,NA,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,Matías Lequi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,22,away,Rosario Central,São Paulo,Gigante de Arroyito,CONMEBOL Sudamericana,0,0,Luis Zubeldia,Jucilei,8,M,FALSE,NA,43,37,2,1,4,1,NA,NA,NA,90,48,6.5,7,NA,NA,NA,4,NA,NA,1,1,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matías Lequi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,22,away,Rosario Central,São Paulo,Gigante de Arroyito,CONMEBOL Sudamericana,0,0,Luis Zubeldia,Régis Souza,29,M,FALSE,NA,13,11,NA,NA,1,1,1,NA,NA,66,22,6.5,7,1,NA,NA,3,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,Matías Lequi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,22,away,Rosario Central,São Paulo,Gigante de Arroyito,CONMEBOL Sudamericana,0,0,Luis Zubeldia,Petros,6,M,FALSE,NA,35,31,5,2,12,2,6,NA,NA,90,52,7,7,2,NA,NA,4,NA,NA,NA,2,NA,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matías Lequi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,22,away,Rosario Central,São Paulo,Gigante de Arroyito,CONMEBOL Sudamericana,0,0,Luis Zubeldia,Nenê,7,M,FALSE,NA,39,26,5,2,9,2,5,NA,NA,90,61,7.5,19,4,2,2,5,2,NA,1,1,1,3,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,Matías Lequi,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,22,away,Rosario Central,São Paulo,Gigante de Arroyito,CONMEBOL Sudamericana,0,0,Luis Zubeldia,Liziero,15,M,FALSE,NA,28,19,2,NA,15,1,4,NA,NA,90,57,7.3,16,NA,NA,NA,5,7,4,NA,1,1,1,NA,6,NA,NA,1,NA,1,NA,NA,NA,NA,Matías Lequi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,22,away,Rosario Central,São Paulo,Gigante de Arroyito,CONMEBOL Sudamericana,0,0,Luis Zubeldia,Santiago Tréllez,17,F,FALSE,NA,7,3,NA,NA,4,NA,1,NA,NA,77,12,6.7,5,NA,NA,5,7,NA,NA,NA,1,2,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,Matías Lequi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,22,away,Rosario Central,São Paulo,Gigante de Arroyito,CONMEBOL Sudamericana,0,0,Luis Zubeldia,Lucas Fernandes,11,M,TRUE,NA,27,25,3,2,5,NA,1,NA,NA,72,54,6.8,13,1,NA,1,7,3,1,2,1,NA,NA,NA,3,NA,NA,3,NA,2,NA,NA,NA,NA,Matías Lequi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,22,away,Rosario Central,São Paulo,Gigante de Arroyito,CONMEBOL Sudamericana,0,0,Luis Zubeldia,Bruno Alves,27,D,TRUE,NA,5,2,2,NA,1,NA,1,NA,NA,24,6,6.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matías Lequi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,22,away,Rosario Central,São Paulo,Gigante de Arroyito,CONMEBOL Sudamericana,0,0,Luis Zubeldia,Valdívia,21,M,TRUE,NA,7,6,NA,NA,1,NA,NA,NA,NA,13,10,6.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matías Lequi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,22,away,Rosario Central,São Paulo,Gigante de Arroyito,CONMEBOL Sudamericana,0,0,Luis Zubeldia,Jean,1,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matías Lequi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,22,away,Rosario Central,São Paulo,Gigante de Arroyito,CONMEBOL Sudamericana,0,0,Luis Zubeldia,Christian Cueva,10,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matías Lequi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,22,away,Rosario Central,São Paulo,Gigante de Arroyito,CONMEBOL Sudamericana,0,0,Luis Zubeldia,Hudson,25,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matías Lequi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,22,away,Rosario Central,São Paulo,Gigante de Arroyito,CONMEBOL Sudamericana,0,0,Luis Zubeldia,Brenner,30,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matías Lequi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,23,home,São Paulo,Paraná Clube,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,1,0,NA,Sidão,12,G,FALSE,TRUE,21,15,15,9,1,2,NA,1,1,90,29,7.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luis Zubeldia,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,23,home,São Paulo,Paraná Clube,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,1,0,NA,Éder Militão,13,D,FALSE,NA,48,43,3,2,8,4,2,NA,NA,90,72,7.4,8,NA,NA,1,5,1,1,4,2,NA,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,23,home,São Paulo,Paraná Clube,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,1,0,NA,Bruno Alves,34,D,FALSE,NA,47,42,4,1,1,3,NA,NA,NA,90,51,7.5,5,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Luis Zubeldia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,23,home,São Paulo,Paraná Clube,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,1,0,NA,Rodrigo Caio,3,D,FALSE,NA,72,67,8,5,8,6,2,NA,NA,90,87,7.3,7,NA,NA,NA,4,2,1,1,1,NA,5,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2018,23,home,São Paulo,Paraná Clube,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,1,0,NA,Régis Souza,33,D,FALSE,NA,44,40,1,1,7,NA,NA,NA,NA,90,74,7.8,17,6,1,NA,2,5,5,2,2,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
